Filename, Type of Algorithm, Profit, Profit after Local Search, Optimal Profit, Error, sizeOfPathSet, StopFactor, CPU Time(ms), Run Time(ms), Route, Requests
BPMP_Data_Files/20_nodes/t20_02_data.txt,GreedyAlgo2_b_disRatio,0.1539,1.33902,1.6132,0.27418,4,3,40,45.9793,1 18 15 20 ,1:18 15:20 18:15 
BPMP_Data_Files/20_nodes/t20_02_data.txt,GreedyAlgo2_c,0.90378,1.41136,1.6132,0.20184,2,0,10,18.5939,1 12 20 ,1:12 12:20 
BPMP_Data_Files/20_nodes/t20_02_data.txt,GreedyAlgo3_a,1.41136,1.41136,1.6132,0.20184,0,0,10,4.82031,1 12 20 ,1:12 12:20 
BPMP_Data_Files/20_nodes/t20_02_data.txt,GreedyAlgo3_b,1.6132,1.6132,1.6132,0,0,0,0,3.94812,1 4 20 ,1:4 4:20 
BPMP_Data_Files/20_nodes/t20_02_data.txt,GreedyAlgo4,0.31938,1.36142,1.6132,0.25178,11,3,70,83.7893,1 7 9 18 15 20 ,1:7 7:9 9:18 15:20 18:15 
BPMP_Data_Files/20_nodes/t20_03_data.txt,GreedyAlgo1_a,1.4415,1.58848,1.6153,0.02682,12,3,160,162.807,1 3 2 19 20 ,1:3 2:19 2:20 3:2 19:20 
BPMP_Data_Files/20_nodes/t20_03_data.txt,GreedyAlgo1_a_disRatio_a,0.89736,1.58848,1.6153,0.02682,20,2,230,246.117,1 3 2 19 20 ,1:3 2:19 2:20 3:2 19:20 
BPMP_Data_Files/20_nodes/t20_03_data.txt,GreedyAlgo1_a_disRatio_b,0.84346,1.58848,1.6153,0.02682,20,2,290,286.372,1 3 2 19 20 ,1:3 2:19 2:20 3:2 19:20 
BPMP_Data_Files/20_nodes/t20_03_data.txt,GreedyAlgo1_b,1.4415,1.4415,1.6153,0.1738,9,3,130,136.727,1 2 4 15 19 20 ,1:2 2:4 4:15 15:19 19:20 
BPMP_Data_Files/20_nodes/t20_03_data.txt,GreedyAlgo1_b_disRatio_a,1.27478,1.5448,1.6153,0.0705,20,2,340,353.156,1 14 7 19 20 ,1:14 7:19 14:7 19:20 
BPMP_Data_Files/20_nodes/t20_03_data.txt,GreedyAlgo2_b,-0.0534,1.58848,1.6153,0.02682,4,3,50,51.4552,1 3 2 19 20 ,1:3 2:19 2:20 3:2 19:20 
BPMP_Data_Files/20_nodes/t20_03_data.txt,GreedyAlgo2_b_disRatio,-0.55116,1.5448,1.6153,0.0705,12,3,140,143.796,1 14 7 19 20 ,1:14 7:19 14:7 19:20 
BPMP_Data_Files/20_nodes/t20_03_data.txt,GreedyAlgo2_c,0.69326,1.5448,1.6153,0.0705,7,3,80,84.8578,1 14 7 19 20 ,1:14 7:19 14:7 19:20 
BPMP_Data_Files/20_nodes/t20_03_data.txt,GreedyAlgo3_a,1.4118,1.58848,1.6153,0.02682,20,2,220,232.003,1 3 2 19 20 ,1:3 2:19 2:20 3:2 19:20 
BPMP_Data_Files/20_nodes/t20_03_data.txt,GreedyAlgo3_b,1.22228,1.39514,1.6153,0.22016,3,0,30,39.7087,1 3 19 20 ,1:3 3:19 19:20 
BPMP_Data_Files/20_nodes/t20_03_data.txt,GreedyAlgo4,0.12072,1.39514,1.6153,0.22016,13,3,170,181.511,1 3 19 20 ,1:3 3:19 19:20 
BPMP_Data_Files/20_nodes/t20_04_data.txt,GreedyAlgo1_a,1.21962,1.64154,1.81528,0.17374,6,3,80,86.0593,1 2 15 13 20 ,1:2 2:15 13:20 15:13 
BPMP_Data_Files/20_nodes/t20_04_data.txt,GreedyAlgo1_a_disRatio_a,1,1.64154,1.81528,0.17374,7,3,90,98.6645,1 2 15 13 20 ,1:2 2:15 13:20 15:13 
BPMP_Data_Files/20_nodes/t20_04_data.txt,GreedyAlgo1_a_disRatio_b,1.00154,1.81528,1.81528,0,20,2,450,460.039,1 16 19 13 20 ,1:16 13:20 16:19 19:13 
BPMP_Data_Files/20_nodes/t20_04_data.txt,GreedyAlgo1_b,1.39652,1.64154,1.81528,0.17374,6,3,80,89.9099,1 2 15 13 20 ,1:2 2:15 13:20 15:13 
BPMP_Data_Files/20_nodes/t20_04_data.txt,GreedyAlgo1_b_disRatio_a,1.40552,1.70144,1.81528,0.11384,20,2,390,398.815,1 6 2 13 20 ,1:6 2:13 6:2 13:20 
BPMP_Data_Files/20_nodes/t20_04_data.txt,GreedyAlgo2_b,1.02808,1.64154,1.81528,0.17374,6,3,80,89.0029,1 2 15 13 20 ,1:2 2:15 13:20 15:13 
BPMP_Data_Files/20_nodes/t20_04_data.txt,GreedyAlgo2_b_disRatio,0.41452,1.81528,1.81528,0,20,2,410,425.96,1 16 19 13 20 ,1:16 13:20 16:19 19:13 
BPMP_Data_Files/20_nodes/t20_04_data.txt,GreedyAlgo2_c,1.02808,1.64154,1.81528,0.17374,3,3,40,55.8638,1 2 15 13 20 ,1:2 2:15 13:20 15:13 
BPMP_Data_Files/20_nodes/t20_04_data.txt,GreedyAlgo3_a,1.21962,1.64154,1.81528,0.17374,5,3,70,84.4275,1 2 15 13 20 ,1:2 2:15 13:20 15:13 
BPMP_Data_Files/20_nodes/t20_04_data.txt,GreedyAlgo3_b,1.39652,1.64154,1.81528,0.17374,7,3,90,99.0764,1 2 15 13 20 ,1:2 2:15 13:20 15:13 
BPMP_Data_Files/20_nodes/t20_04_data.txt,GreedyAlgo4,0.33422,1.81528,1.81528,0,20,2,260,263.173,1 16 19 13 20 ,1:16 13:20 16:19 19:13 
BPMP_Data_Files/20_nodes/t20_05_data.txt,GreedyAlgo1_a,1.55306,1.55306,1.77702,0.22396,2,3,20,27.1758,1 10 14 20 ,1:10 10:14 14:20 
BPMP_Data_Files/20_nodes/t20_05_data.txt,GreedyAlgo1_a_disRatio_a,0.6,1.53036,1.77702,0.24666,7,3,90,97.038,1 15 9 2 20 ,1:15 2:20 9:2 15:9 
BPMP_Data_Files/20_nodes/t20_05_data.txt,GreedyAlgo1_a_disRatio_b,0.00168,1.77702,1.77702,0,6,3,50,69.3832,1 10 18 8 20 ,1:10 8:20 10:18 18:8 
BPMP_Data_Files/20_nodes/t20_05_data.txt,GreedyAlgo1_b,0.98768,1.77702,1.77702,0,14,3,130,144.711,1 10 18 8 20 ,1:10 8:20 10:18 18:8 
BPMP_Data_Files/20_nodes/t20_05_data.txt,GreedyAlgo1_b_disRatio_a,1.53036,1.77702,1.77702,0,10,3,120,151.466,1 10 18 8 20 ,1:10 8:20 10:18 18:8 
BPMP_Data_Files/20_nodes/t20_05_data.txt,GreedyAlgo2_b,1.2787,1.77702,1.77702,0,4,3,50,62.6478,1 10 18 8 20 ,1:10 8:20 10:18 18:8 
BPMP_Data_Files/20_nodes/t20_05_data.txt,GreedyAlgo2_b_disRatio,0.73896,1.53036,1.77702,0.24666,6,3,90,97.1186,1 15 9 2 20 ,1:15 2:20 9:2 15:9 
BPMP_Data_Files/20_nodes/t20_05_data.txt,GreedyAlgo2_c,0.73896,1.53036,1.77702,0.24666,5,3,60,64.712,1 15 9 2 20 ,1:15 2:20 9:2 15:9 
BPMP_Data_Files/20_nodes/t20_05_data.txt,GreedyAlgo3_a,1.55306,1.55306,1.77702,0.22396,2,3,20,28.2328,1 10 14 20 ,1:10 10:14 14:20 
BPMP_Data_Files/20_nodes/t20_05_data.txt,GreedyAlgo3_b,1.37574,1.77702,1.77702,0,13,3,130,146.19,1 10 18 8 20 ,1:10 8:20 10:18 18:8 
BPMP_Data_Files/20_nodes/t20_05_data.txt,GreedyAlgo4,-0.07422,0.7665,1.77702,1.01052,3,3,40,40.829,1 4 8 20 ,1:4 4:8 4:20 
